Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
34,183,763,75,19,0.7288837076721867,4,0
46,138,355,58,9,0.7744681959637522,2,0
45,135,606,45,1,0.4270158164574551,5,1
58,166,828,5,39,0.5573324247507513,1,0
64,105,594,16,25,0.14229757879798421,4,0
34,78,389,12,8,0.004621655034006689,0,0
21,57,681,92,18,0.17463220349601938,4,1
34,46,748,78,31,0.9570301050431603,4,1
25,124,311,91,37,0.05973840573126099,0,0
40,32,733,90,4,0.22069103283905533,0,0
41,100,319,27,21,0.8104126131409869,2,0
68,115,542,10,16,0.21101322898736052,0,0
44,65,325,29,11,0.6596213684755208,4,0
62,53,835,60,31,0.1147981912666084,5,1
34,132,821,55,2,0.3568551531379567,2,1
29,30,432,76,35,0.5593476125428666,4,0
70,179,755,6,5,0.4219306307317797,0,1
64,48,533,30,35,0.058138599966034765,4,0
69,168,402,86,18,0.2811515034146459,1,0
34,25,690,12,8,0.5185474310440127,2,0
30,150,587,52,33,0.6288829585676866,5,0
18,132,767,48,37,0.015460774704610047,3,1
31,169,440,12,9,0.0412667844022232,5,1
43,91,633,32,2,0.03387266022160629,0,1
59,183,553,53,6,0.39041498536555663,1,0
20,20,746,60,29,0.2544827540985316,2,0
30,130,830,95,37,0.004600302892651786,1,0
18,39,490,88,31,0.3998339976426497,5,0
62,36,310,75,40,0.09054881029156803,4,0
24,95,617,35,20,0.31646247432764263,4,0
68,177,453,17,39,0.5306050720327485,5,0
69,159,825,19,5,0.4616114176657774,1,1
54,124,333,58,9,0.7556612519179438,1,0
47,34,409,58,14,0.7078652030027721,1,0
32,196,803,45,14,0.24306319151251188,3,1
51,191,440,56,29,0.5055796518296253,2,0
70,35,759,85,34,0.6728002781844791,3,0
69,120,564,54,25,0.13571407700100535,2,0
56,146,805,56,7,0.5831617114337359,1,0
39,190,819,19,12,0.15369948375502596,0,1
54,52,427,99,12,0.19768408569423856,2,0
52,97,419,82,37,0.9403773108366599,1,0
36,56,845,76,24,0.5033007755916284,3,0
32,165,791,59,14,0.2239487233672408,0,1
64,21,763,90,34,0.02266532106900998,5,0
69,46,405,14,1,0.9669886314359233,3,0
26,165,361,35,35,0.6699958735292785,0,0
27,171,821,87,9,0.9815036893032196,0,0
33,132,699,7,33,0.7696581966118765,4,0
38,101,584,98,13,0.5127853311377448,4,0
63,125,615,71,14,0.6688175939601658,3,0
39,147,520,93,18,0.5338117142583448,1,0
48,61,785,22,23,0.6364911013709522,2,0
39,198,599,10,10,0.2110924716621465,4,0
68,65,625,78,33,0.1353010722340201,5,1
60,171,517,52,15,0.04087397748563315,5,0
61,58,581,87,12,0.45055404809892685,4,0
66,199,436,56,27,0.3107899271017305,3,0
25,43,396,21,37,0.33223870187793547,0,0
67,172,486,19,11,0.9774356646687979,2,0
41,188,390,32,32,0.46818097976484496,1,0
30,33,819,68,24,0.7895643131509639,4,0
64,183,411,96,14,0.4878416434777778,4,0
29,41,378,99,23,0.5677327799810192,5,0
57,25,524,41,15,0.06530647666993028,2,0
29,113,322,78,35,0.6724799495825067,1,0
47,58,491,53,24,0.8486087568391968,0,0
30,168,495,56,32,0.16035398468777295,1,0
54,55,812,89,32,0.446349664382626,5,1
36,108,723,22,15,0.5295318839442055,1,0
67,121,664,38,9,0.2486674861728393,4,1
47,35,839,60,8,0.4525999549377113,0,0
20,182,630,100,4,0.21867039640466812,4,1
33,141,709,70,32,0.6229758757868907,0,0
34,125,641,36,33,0.01897114649075171,3,1
44,73,736,38,32,0.7372187164369404,5,0
39,144,442,77,3,0.4058521053350209,3,0
66,68,653,58,11,0.47366475695218824,3,1
32,61,692,45,18,0.7314482607086997,3,1
68,64,359,31,36,0.8582466984564917,5,0
52,63,797,59,19,0.6808872600004301,5,0
48,96,371,59,18,0.8494297397176472,4,0
39,131,453,63,29,0.5298458033394685,2,0
70,155,719,53,26,0.901388615535573,1,0
58,136,503,42,28,0.8463430588751987,3,0
63,125,464,39,30,0.7359748710048278,4,0
22,26,410,98,34,0.4641107938908192,5,1
33,166,658,48,25,0.9069104318295861,0,1
23,81,667,70,27,0.47274861438886706,2,1
40,75,560,34,3,0.5061051489073335,0,0
25,92,760,20,10,0.5020576469023181,0,0
56,172,432,19,28,0.9994827040238524,4,0
21,192,655,81,27,0.9081488584424017,4,0
36,173,819,61,27,0.6919082311607575,4,0
67,194,691,26,5,0.398458890819826,0,1
47,136,800,80,12,0.06064207745167527,5,1
35,49,641,12,33,0.9623394230171654,3,0
24,163,403,47,7,0.5742809642273129,4,0
54,114,661,62,26,0.32678284596921847,4,1
30,116,549,58,38,0.8118303774964685,4,0
25,54,385,55,30,0.6731179631523008,3,1
43,155,632,33,28,0.15325221584365345,2,0
25,23,639,25,31,0.5159886999708573,4,0
30,81,802,99,12,0.6757098858039411,4,0
27,137,448,14,40,0.31582125628355906,1,0
30,147,824,41,39,0.7248646153403777,3,0
65,151,497,5,23,0.9316860025086955,5,0
27,63,418,76,16,0.6043741368922729,0,0
32,200,742,72,27,0.15604859773179902,0,1
45,59,830,60,10,0.3955388763611394,0,1
31,74,488,50,13,0.7128396881493003,4,0
30,152,682,18,27,0.26597194376422595,1,1
36,157,506,42,6,0.6874153330188532,0,0
30,194,670,12,15,0.22452103513713106,4,1
40,150,625,97,9,0.797621514684534,4,0
40,135,794,14,14,0.9613247181162168,1,0
48,143,648,28,11,0.8987370618979222,0,0
26,118,559,92,26,0.6480483734780687,4,0
53,101,686,15,10,0.7686638305086043,5,0
60,163,644,65,13,0.6250945585613864,5,0
68,158,584,33,20,0.38485173715183973,0,0
57,115,345,62,11,0.6043181349152832,5,0
38,39,483,34,18,0.35811621650427006,4,1
41,180,417,13,9,0.20036709474314873,2,0
66,65,653,77,3,0.340277462168857,5,0
67,82,470,47,28,0.5727495508715014,4,0
54,20,570,61,25,0.282322397490008,1,0
45,157,477,91,39,0.12134415694036216,2,0
22,72,650,62,19,0.20199504491772624,0,1
43,177,534,61,18,0.6890743341498506,5,0
63,174,669,75,8,0.5149878803458964,4,0
50,123,496,57,31,0.05611147851974019,0,0
28,70,576,38,30,0.6624873960354586,3,0
58,93,609,49,33,0.34644937768866646,3,0
60,175,745,92,12,0.23802577948082637,4,1
54,23,617,10,32,0.6954181659859248,4,0
45,198,327,5,32,0.2862003970649839,5,0
37,198,427,92,21,0.7712366666178498,4,0
37,140,818,54,0,0.8685441674915627,3,0
60,74,554,53,0,0.876017669650776,4,0
35,170,536,54,38,0.7654044392542212,0,0
62,128,562,68,14,0.6838549250352078,3,0
32,100,347,86,27,0.3449349359438195,2,0
52,169,462,63,6,0.3947825724173085,3,0
23,44,744,41,16,0.9402191043158505,3,0
69,98,550,5,9,0.8435055387927836,3,0
52,39,538,76,23,0.45787405217243204,1,0
58,53,635,56,9,0.5301638439014289,5,0
43,40,474,62,20,0.21899770905456228,3,0
23,98,696,15,29,0.21647086328962029,1,1
19,135,568,29,11,0.9644367331750017,1,0
64,200,393,27,25,0.6691206835667609,4,0
48,32,772,39,28,0.2435465459219237,2,0
42,136,306,99,8,0.5794318227199275,4,0
40,112,485,83,21,0.0016027689185067473,5,0
46,144,738,100,1,0.25131070172297765,0,1
43,26,839,60,38,0.8850608762036146,0,0
41,168,830,99,13,0.56740793530352,4,0
70,184,509,79,30,0.6030082724225491,3,0
49,181,380,52,27,0.2788029623860301,3,0
27,106,765,15,13,0.4012555349790091,0,1
64,121,781,100,5,0.6308427814040466,1,0
49,183,605,63,34,0.5212315045866192,5,0
22,136,579,17,29,0.28881540629786784,3,0
43,82,606,23,2,0.2279326573371544,4,1
63,50,830,91,1,0.3272431290000485,5,0
26,120,711,70,10,0.5398214031716857,5,0
51,136,477,87,31,0.7615508155461025,4,0
19,179,520,67,8,0.6388784056065275,5,0
44,134,840,39,21,0.738265923412267,4,1
54,119,361,67,38,0.19527312117922124,0,0
37,22,654,99,35,0.4086081399197039,3,0
46,132,340,81,7,0.13254410512507575,2,0
30,21,501,6,33,0.5116631973579566,5,0
36,190,811,40,10,0.9177578620802471,0,0
26,157,360,35,24,0.4389299435829642,0,0
52,37,733,16,16,0.8497059232246179,1,1
56,143,315,55,8,0.7088062979704114,1,0
24,185,820,59,20,0.6215957709446978,4,0
35,125,475,83,40,0.010173437046006706,3,0
24,169,302,54,11,0.3104003019331635,2,0
53,31,669,36,32,0.21120249134904945,4,0
20,22,762,20,27,0.4881594782772217,2,0
30,104,712,8,9,0.2407115588727543,4,1
40,56,817,9,24,0.9724890885195508,5,0
35,127,574,71,15,0.4659496263655637,4,0
40,138,560,80,25,0.5493452338350528,5,0
40,57,632,69,4,0.52582105627312,1,0
62,103,347,73,9,0.3457027048507265,4,0
43,156,543,85,26,0.2029714270243962,4,0
64,148,728,36,19,0.788215681394504,1,0
30,159,480,67,33,0.9231704357370666,4,0
57,88,454,66,35,0.850308809581341,0,0
35,149,516,32,32,0.9026929779224593,1,0
41,136,325,28,34,0.8366390174069664,3,0
56,88,580,55,6,0.7505630985884716,0,0
66,196,665,78,39,0.47959069917303987,2,1
23,69,746,19,18,0.961751491837908,3,0
56,66,586,29,16,0.3948032000046662,5,0
29,118,800,13,20,0.07994271018335897,3,1
70,83,747,23,22,0.4133742958750194,4,1
48,111,364,22,19,0.10452538102009945,4,0
43,98,514,45,39,0.9270794050436362,4,0
41,188,778,88,29,0.14863755566206616,4,1
18,133,825,96,7,0.8874639235710916,3,0
60,43,628,26,3,0.24869594066700473,5,0
48,30,302,85,33,0.2666386530424122,2,0
34,37,792,90,32,0.6525349649409644,1,0
59,135,501,94,20,0.4695022322743341,4,0
56,164,776,96,2,0.5653356830430738,4,0
53,146,759,80,7,0.9816384312872931,0,0
58,21,797,96,15,0.39040013178574573,4,0
61,160,825,51,30,0.5643671729184754,5,0
46,191,556,91,5,0.8614986228540221,1,0
45,183,844,26,38,0.913226228134345,3,0
42,137,711,82,28,0.5607392871625457,1,0
42,157,712,16,35,0.5301503202879133,2,0
33,76,829,79,6,0.36235161870946786,0,1
43,153,404,43,21,0.9556441806277962,0,1
65,197,775,64,16,0.1661822843234193,0,1
18,189,598,78,38,0.6816984949157149,5,0
49,51,713,23,8,0.8288144187117998,4,0
46,194,632,80,27,0.7890244419542368,4,0
62,44,311,26,23,0.005302510932846061,0,0
29,109,401,62,18,0.43078009385681637,3,0
19,45,659,93,21,0.045982416006372206,4,0
52,86,442,53,21,0.5382202213611084,2,0
51,155,388,19,20,0.9187556768683495,1,0
38,89,563,50,18,0.8010759202494938,4,0
35,31,360,36,30,0.9869229565036002,2,0
31,48,336,30,22,0.4039564999930294,4,0
18,59,486,86,34,0.688639618853709,3,1
53,98,656,87,32,0.05799241856995485,4,1
29,188,832,39,33,0.895930698080457,0,0
24,60,734,30,19,0.16905333016740065,3,1
44,80,370,77,35,0.227020825553512,4,0
41,123,779,18,37,0.46360432229088666,2,1
68,38,488,10,16,0.9937005233882049,3,0
30,117,416,75,30,0.7710565709064654,0,0
37,98,641,60,10,0.17503114581802892,5,1
22,49,735,59,6,0.7271737262421529,0,0
45,77,606,90,21,0.24505638925374296,0,1
48,134,589,99,5,0.983985988644394,2,0
47,143,720,82,22,0.6902434300916938,1,0
36,160,603,38,26,0.8429319569539856,2,0
26,111,405,59,38,0.5489629092958968,5,0
65,129,562,74,34,0.6470700185389826,4,0
51,189,592,86,8,0.7595928827379745,2,0
28,36,586,96,1,0.32097573366440557,0,0
46,111,647,26,0,0.2019337246408881,2,1
28,162,567,11,29,0.7228458753432891,1,0
42,141,774,8,2,0.2707418134894911,2,1
52,96,322,12,24,0.44666772446141545,2,0
43,67,621,77,7,0.8626032850019429,5,0
49,179,551,41,24,0.19745232482600805,5,0
44,34,789,55,13,0.0697534853203392,0,0
32,37,362,33,16,0.0703307826844396,3,0
25,164,321,47,34,0.4841175310016498,4,0
34,32,541,73,14,0.2824272663426748,5,0
62,184,394,90,0,0.08700676731063117,1,0
42,173,640,54,26,0.5259570992680407,3,0
61,24,600,46,5,0.3561711724418746,1,0
46,55,603,55,10,0.9056844864606248,4,0
69,195,527,90,39,0.5250532078015666,1,0
42,134,566,9,31,0.5591382688397522,5,0
62,171,773,25,32,0.18852211110846673,0,1
56,138,556,88,10,0.9003394834405374,0,0
46,181,472,48,30,0.7111270074465693,3,0
18,61,481,70,35,0.7933372219279557,2,0
36,152,624,5,36,0.8879838539831117,3,0
43,137,444,81,25,0.5905354396820256,0,0
34,145,350,34,34,0.9743807825910455,3,0
26,199,341,7,17,0.3157675592251705,4,0
21,59,771,47,2,0.8715142905786558,3,0
26,143,369,58,26,0.22616325046035524,3,0
18,110,829,78,18,0.2775187905478407,4,1
51,184,632,89,34,0.6326859674325075,0,1
60,96,370,80,6,0.39404525518881905,3,0
24,120,779,68,21,0.4268284076143207,3,1
43,131,725,95,23,0.6055892735717903,0,0
34,45,596,15,30,0.9601754387183332,2,0
20,81,619,66,13,0.012113116099891519,4,1
69,120,759,69,9,0.1726032292411297,5,1
50,139,372,43,28,0.8672111025153646,4,0
20,135,515,99,4,0.5342190979668533,3,0
19,133,766,87,6,0.029708305346752617,1,1
49,93,490,68,39,0.4307568483609884,5,0
69,64,774,15,27,0.41362841810985407,4,1
62,172,363,17,6,0.18140614400219046,3,0
34,114,503,19,16,0.07002743849986082,4,0
52,66,693,91,20,0.26622786700996703,5,1
68,62,595,22,17,0.6833195755127026,5,0
19,81,411,95,28,0.18106235292293926,2,0
62,26,393,62,24,0.9159540849719828,3,0
62,77,472,56,2,0.19738566915523348,2,0
21,87,430,73,8,0.36143481512650255,3,0
61,142,610,26,25,0.27789439784074976,3,1
26,197,689,63,40,0.07963699711333405,4,1
30,170,604,7,23,0.245754771327783,0,1
42,127,362,62,3,0.46140563383851674,4,0
21,44,573,33,17,0.872063069181422,4,0
69,82,441,33,27,0.21537692170507583,4,1
33,179,351,5,40,0.9862697472955654,4,0
34,176,625,86,24,0.10751141305713685,1,1
33,182,656,66,30,0.5327592726434743,4,0
55,27,512,42,6,0.9408571368674034,3,0
55,184,516,55,4,0.15685365236857218,2,0
18,182,341,65,25,0.8661153782252905,1,0
51,189,637,97,0,0.543082889105783,1,0
54,45,740,84,20,0.4517691173956855,3,0
44,185,795,16,34,0.6991964733528545,5,0
37,111,322,70,24,0.5606524586409775,5,0
33,82,552,5,11,0.016706091911565912,5,0
69,40,601,17,7,0.02398940747952083,5,1
46,144,771,22,9,0.6108185860943991,1,0
70,137,531,75,37,0.8942489215016713,5,0
19,77,564,65,17,0.11580751031558345,5,0
32,189,794,8,3,0.7372464883638775,1,0
32,180,341,80,33,0.8741997706010216,1,0
45,175,477,20,11,0.31563812720065376,4,0
35,172,693,55,26,0.42974120412327454,1,1
25,67,570,52,15,0.14006800549659237,4,0
31,27,343,86,33,0.1667889707537198,5,0
28,187,525,95,14,0.39505843451227507,4,0
29,64,571,27,1,0.6413409614899965,1,0
66,167,382,38,23,0.1694665851945295,4,0
58,196,334,21,10,0.2669321978457563,0,0
38,95,326,13,39,0.5800065753523652,1,0
52,21,375,49,31,0.026156144532413106,2,0
41,175,365,31,23,0.9734688964947393,4,0
36,190,527,91,36,0.28971539812485825,2,0
37,90,688,19,29,0.823672594760412,3,0
67,189,634,36,3,0.21677101238427177,5,1
70,71,470,68,27,0.7078592002736387,4,0
70,58,568,52,19,0.6045628668900126,5,0
48,170,324,33,20,0.7357168471049377,2,0
64,90,588,69,34,0.6245417973398115,5,0
56,101,527,48,10,0.264992791220541,4,0
64,185,379,33,24,0.8819596764854412,0,0
62,116,828,29,17,0.5891606817472145,5,0
31,177,572,48,35,0.8234763759882132,0,0
43,50,431,90,37,0.21974691662810508,5,0
35,149,564,15,28,0.06993536439051484,2,0
48,103,549,94,13,0.18478811507414028,2,0
56,143,810,48,5,0.4095566413956515,5,1
41,76,458,61,36,0.31002533095909135,0,1
35,65,832,64,14,0.7571331917183721,2,0
38,77,390,24,38,0.0957312072859432,5,0
26,156,344,35,1,0.9174064583691884,5,1
21,185,829,34,4,0.422004805848588,4,1
22,144,632,48,6,0.1269701494839327,3,1
28,148,461,38,20,0.6169782808672586,1,0
31,152,830,78,10,0.9355681707661002,3,0
51,168,566,8,26,0.08677328205899493,2,0
25,153,455,53,22,0.3505101600967603,0,0
31,106,320,60,37,0.6219513498104688,2,0
32,125,312,83,37,0.17213697349153023,0,0
42,107,805,63,2,0.5555117060724022,3,0
64,195,611,7,34,0.9355551191991839,0,0
45,99,745,65,10,0.8574036800111908,2,0
51,153,669,25,21,0.25442480524169564,4,1
67,139,712,25,40,0.3332127230916051,0,1
34,107,318,94,38,0.8928712523281018,1,0
57,143,846,32,1,0.7753332265892126,3,0
27,24,311,8,26,0.9476973885868119,5,0
20,32,315,86,29,0.9205837190890865,4,0
63,55,660,35,22,0.7219496034745249,0,0
67,112,414,57,34,0.4837919061297178,3,1
51,109,409,25,40,0.8697303351086543,5,0
22,159,682,38,27,0.7819341410280795,3,0
41,81,821,44,27,0.9021291922932616,3,0
24,139,784,90,37,0.4982672570007528,5,1
33,137,519,9,32,0.1263080003123236,1,0
54,134,386,87,18,0.08476965479860799,4,0
42,42,370,22,18,0.3656561746118562,1,0
53,83,568,5,6,0.7212209169030644,3,0
58,96,559,8,31,0.09205532109746228,3,0
58,30,557,77,8,0.11670592120246759,5,0
20,57,818,75,6,0.8521389002595581,2,0
19,74,565,89,17,0.5547057409537272,0,0
23,86,649,82,3,0.2808869366096629,0,1
39,65,715,83,38,0.4575370044770406,5,1
46,197,576,63,21,0.320172290621358,1,0
65,85,684,29,8,0.8132549511218989,1,0
54,60,364,87,15,0.9662943297181461,5,0
59,41,695,18,23,0.23681791452122236,3,0
58,187,458,81,29,0.7899765800618004,2,0
25,57,313,43,25,0.8607197057335678,3,0
43,131,610,83,24,0.8258151264416593,3,0
45,151,838,52,27,0.04447459841080348,4,1
43,21,701,38,9,0.11902657794307137,4,0
58,109,461,12,35,0.9737407004323977,1,0
52,55,831,56,12,0.6635887789978331,1,0
36,142,527,98,20,0.6223215459666812,0,0
66,125,727,44,17,0.7134190609006716,1,0
53,198,445,70,17,0.7618711339537392,3,0
51,78,421,53,5,0.006508646884609504,3,0
70,200,591,78,32,0.9499426068875401,3,0
40,100,568,76,29,0.13563160584427647,3,0
50,146,529,35,22,0.48405480251567157,3,0
55,88,719,6,34,0.6000044685092812,3,0
37,21,321,22,27,0.4865941754870289,2,0
44,77,675,35,13,0.38736483696958,1,1
20,131,338,72,22,0.5190992417621837,3,0
47,137,767,82,32,0.5343798153432594,0,0
50,115,525,51,14,0.6948831054772886,2,0
32,44,802,26,2,0.8426403122148679,1,0
31,41,583,88,12,0.777359828436892,0,1
53,142,450,30,25,0.7456457973845251,3,0
27,92,351,49,34,0.9055090812962866,3,0
67,69,633,38,25,0.9839775774078607,4,0
61,103,515,86,12,0.8597038882047439,4,0
32,118,661,51,16,0.71696170148585,0,0
53,73,402,94,37,0.9705786551976789,0,0
29,188,380,56,39,0.556307470614679,0,0
21,45,620,29,10,0.9056833657708252,2,0
48,134,502,92,34,0.43463164161520895,4,0
67,98,329,25,35,0.3914068328565784,3,0
46,151,543,8,17,0.1563145983418177,0,0
67,106,329,85,20,0.6825719203067642,0,0
45,149,579,74,5,0.8130733175157218,5,1
54,75,556,96,27,0.6600301106300229,1,0
56,95,767,59,11,0.8110787805905092,4,0
48,22,616,84,19,0.3602743001238671,3,0
61,87,622,70,8,0.5479009569871091,4,0
35,29,603,9,1,0.01861101635615736,3,0
31,96,529,51,36,0.43043800651148056,5,0
44,104,463,76,36,0.8892256020848937,1,0
22,115,757,67,24,0.2863394425547898,0,1
66,76,637,7,10,0.3244654912738899,0,1
61,174,833,11,16,0.5461259523689345,3,0
58,175,319,54,23,0.9813877367848546,2,0
36,169,537,24,19,0.7458947388831518,1,0
42,89,334,72,25,0.9215831340605264,1,0
28,141,575,36,27,0.4655147251288725,2,0
32,99,643,69,33,0.7671145611799992,0,0
54,103,803,89,9,0.7924119971840686,5,0
61,141,659,96,23,0.6435354782857309,4,0
53,131,478,25,7,0.6119138918086923,3,0
33,48,716,53,25,0.05722640741146856,5,0
48,31,578,76,11,0.28752019863212763,4,0
36,35,560,10,3,0.535514901677154,1,0
59,94,563,55,19,0.5517769383122278,3,0
66,200,492,34,23,0.34441606025567717,4,0
27,121,575,36,16,0.7068008884429279,2,0
67,141,479,21,21,0.675400221419557,3,0
65,42,736,84,25,0.8469665417076332,1,0
62,56,538,33,24,0.310026016464951,5,0
58,64,726,91,21,0.36099925303015457,3,1
67,197,782,33,20,0.9465059953974576,5,0
18,100,387,67,37,0.03611752045400307,4,0
68,51,483,70,14,0.4149585022025196,0,0
64,105,604,22,4,0.6302497075356163,5,0
38,84,315,23,16,0.9940125360932185,5,0
37,144,311,51,37,0.6361448084392319,1,0
54,101,741,69,17,0.2430574406047079,5,1
23,78,668,83,26,0.2663949166209697,5,1
44,93,567,23,17,0.998941570568453,1,0
25,176,820,58,24,0.37066306791322123,2,0
41,27,394,89,0,0.7379585719093322,1,0
62,194,774,19,38,0.7267491322834767,3,0
40,173,728,44,30,0.9013927493304957,2,1
26,193,459,9,7,0.7456740420237783,5,0
42,165,733,56,16,0.8359371878585635,4,1
55,157,829,51,19,0.33741662437996334,5,1
67,149,358,59,22,0.16167734641574594,5,0
44,34,497,34,34,0.9484001753454244,2,0
23,121,741,44,15,0.7768623528361118,0,0
60,130,456,6,38,0.1460703839583538,2,0
37,102,509,62,17,0.9449409064270137,2,0
31,20,844,47,16,0.7107984108007185,2,0
39,84,587,79,2,0.7624512959857546,5,0
31,45,327,74,25,0.034016548846032335,5,0
56,80,627,29,22,0.8586454671624839,1,0
32,163,821,28,11,0.667292181728008,4,0
62,174,474,39,38,0.9870087503089592,4,0
54,45,664,67,23,0.9727470304215423,3,0
53,67,724,20,20,0.1449920420027052,0,1
54,160,544,56,2,0.3694086112049382,0,0
35,77,849,8,30,0.19084933306358476,4,0
50,141,751,66,11,0.7791810064067561,2,0
38,171,625,44,36,0.20683893468193693,0,1
54,132,820,51,30,0.6423326205578509,1,0
49,153,352,28,15,0.7772894828612735,5,0
19,165,670,17,35,0.7266370282738476,1,0
55,171,351,97,36,0.03643948610339409,0,0
30,116,365,35,2,0.1305733307866399,1,0
22,57,751,51,25,0.27680679711615375,5,1
50,148,501,100,1,0.5791405007134393,5,0
31,122,322,100,24,0.7741436197415636,5,0
67,50,811,96,22,0.019160039506042392,1,0
39,167,764,85,37,0.868759386727768,3,0
68,168,686,74,10,0.1335289733121401,5,1
31,186,763,86,14,0.8302963112692476,2,0
21,118,772,96,11,0.2346518693030748,0,1
62,178,513,15,33,0.7197781268224699,2,0
19,40,373,56,35,0.9973573486647108,5,0
46,47,548,52,33,0.4638940204404267,4,0
53,188,501,39,39,0.6282404259422626,4,0
67,147,499,100,15,0.2913524047243896,0,0
53,86,433,47,15,0.14570525248920385,1,1
54,30,726,91,16,0.20161989881059528,4,0
48,141,302,8,25,0.402752558490689,4,0
38,106,709,29,30,0.03987362229791558,3,1
51,31,778,28,27,0.151240250040368,1,0
31,92,383,82,8,0.7306773700294364,3,0
45,172,310,87,10,0.4791682117481334,3,0
27,165,467,62,24,0.030072227481945935,2,0
39,116,702,35,35,0.22881547599897,2,1
20,63,765,45,11,0.7829014494560986,1,0
50,38,674,60,31,0.7417498049572753,5,0
41,38,595,12,19,0.25061198591313216,2,1
39,137,391,77,40,0.3667206901282478,3,0
33,60,629,57,28,0.4256534478156052,3,1
46,96,544,66,28,0.7937576531077537,4,0
49,191,538,47,16,0.897486520007584,3,0
30,185,714,91,35,0.8348745062689928,3,0
61,36,602,78,11,0.7158462443519168,3,0
41,112,305,92,9,0.10995596176217992,5,0
42,124,664,67,24,0.24090983623071816,5,1
20,196,602,67,14,0.6710940641352746,5,0
50,81,602,12,32,0.5752672943138663,3,0
61,134,322,54,11,0.7712572199178752,4,0
70,170,558,7,40,0.13129039410461318,3,0
43,118,612,13,29,0.3712857564334544,3,1
67,140,802,91,8,0.49010208199843,3,1
46,55,850,91,18,0.5601051496721345,3,0
67,71,364,16,5,0.6743967115353057,0,0
24,48,791,98,17,0.07702248657366761,4,0
24,60,495,29,5,0.7043140275790375,5,0
69,45,405,66,3,0.6820827030859464,5,0
39,89,752,99,4,0.9798909710653433,2,0
29,176,442,48,18,0.2261146302356195,5,0
21,188,759,24,40,0.6613430716714742,1,0
67,197,425,86,16,0.3445837946596324,5,0
54,97,678,94,29,0.5246754630112551,1,0
55,32,798,64,18,0.5738548329022312,4,0
24,69,347,98,23,0.3069816494932601,5,0
64,135,379,97,5,0.2627527078124131,2,0
32,105,690,29,18,0.1668073202595728,2,1
18,195,459,64,36,0.7904812709114372,1,0
22,176,645,52,6,0.8121071955393001,4,0
18,133,743,36,2,0.5998265693563105,2,0
50,73,838,94,35,0.21081691795368462,4,1
64,141,677,54,28,0.5103590811946472,2,0
22,160,587,18,22,0.45701536927248165,1,0
45,160,673,23,20,0.6498760292315197,2,0
33,40,804,13,35,0.14462589431353,3,0
25,94,796,27,11,0.7793066511884315,0,0
54,23,650,21,0,0.16514009808305663,4,0
21,165,699,18,14,0.8467725815908732,2,0
45,139,844,55,34,0.8010028976355928,3,0
58,44,563,56,23,0.7971780582613112,1,1
37,180,791,10,27,0.5408179778557615,3,0
38,144,557,20,32,0.7936712853056489,3,0
32,189,367,24,20,0.9753168171549442,3,0
65,191,782,82,11,0.6721338800641129,3,0
27,121,633,33,25,0.7038691289396163,3,0
43,81,492,43,25,0.11450878591225822,3,0
43,120,386,75,11,0.9974911608761765,4,0
57,32,341,46,37,0.4160804771688327,1,0
30,66,548,96,0,0.6105225557736857,5,1
52,48,503,12,29,0.47294186354171486,2,0
40,135,517,23,39,0.605416584351749,0,0
27,142,771,62,39,0.7870922974503276,1,0
32,23,638,56,10,0.8848947706013929,1,0
62,34,575,44,23,0.3411819114083662,2,0
70,186,443,87,17,0.6613108500493936,3,0
55,64,364,54,31,0.583918378542315,4,0
64,78,743,43,11,0.4938058272901428,3,1
69,131,547,30,16,0.18841447854547333,3,0
64,127,753,70,28,0.8173624033727843,3,0
58,177,345,29,19,0.0830323495125681,0,0
69,86,446,52,12,0.8231128908522648,5,0
50,113,756,99,31,0.038989419818228344,5,1
57,155,498,84,7,0.25374872039489194,5,0
21,58,830,57,35,0.22933657190507273,0,1
66,173,412,76,6,0.0704449381793606,2,0
48,147,343,39,5,0.6782897485771823,3,0
45,101,440,53,26,0.5662122444973933,4,0
34,167,340,17,27,0.048719171515747894,0,0
64,110,415,85,28,0.1258188499383126,4,1
43,189,377,71,30,0.5338510392923871,1,0
60,159,741,23,4,0.19152588554488914,4,1
46,173,466,22,23,0.15835448037706334,0,0
40,91,446,30,40,0.8779236122333274,3,0
55,38,754,86,20,0.4723999688393643,1,0
51,159,681,45,6,0.6331075413988398,4,0
67,170,360,50,6,0.11308828893082801,3,0
62,153,360,88,1,0.4942853114048491,1,0
22,148,678,26,39,0.977455268334961,2,0
50,114,308,14,16,0.11566272118385068,4,0
31,163,832,22,23,0.907351271516869,3,0
51,142,710,70,37,0.8999501467236601,0,0
56,73,615,5,0,0.0012345246028885315,1,1
44,68,815,5,31,0.5616633369429792,0,0
28,172,476,86,0,0.3182851531164682,5,0
56,72,480,99,16,0.11606365065067403,3,0
50,196,494,16,26,0.25236168174551965,2,0
55,168,328,99,25,0.21294052648008344,0,0
37,67,370,94,6,0.3559404753997515,1,1
34,73,618,34,17,0.9731664576596151,0,0
68,50,635,39,36,0.7414909259868084,5,1
28,136,328,90,27,0.7983501731560643,2,0
28,103,469,68,31,0.3854838000504246,0,0
61,92,631,98,3,0.9653484466763073,0,0
22,102,749,21,19,0.18182216131489792,5,1
66,157,778,13,39,0.5432896550403248,5,0
